MAE,MSE,MEDIAN,PZ,best_model_path,model_name,spearman_correlation
9.08025056904136,126.22862393285006,8.381658792495728,GLOBAL,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,-0.014426586710011624
22.82209673294654,549.0296978571407,21.752852201461792,7,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,0.29001963630154526
10.893203609129962,153.70976268496582,11.93243217468262,35,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,0.6105882352941175
19.363365811109542,389.60937724505766,19.80716896057129,22,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,0.156390977443609
11.441692867369023,171.5841202388973,10.040317416191101,32,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,0.3740584930851198
11.811144926968742,160.01321138619932,11.573844909667969,37,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,0.4384600351768614
9.447485952150254,106.46349697489498,8.717488765716553,8,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,-0.019528401264079086
3.203218878583705,23.361449281300658,2.146785259246827,25,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,0.41662812210915817
11.38493679031249,170.50431842631082,11.287435293197632,18,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,-0.051144519150864994
6.576977912117453,63.13537115968643,5.719318747520447,9,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,0.30634071810542396
9.247912452027604,94.7651942258263,9.50221073627472,38,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_dataset__all_tuplet/484594044012062412/9dd949364e5e4550a884c6666b39ed69/checkpoints/epoch=1-step=10604.ckpt,LOCIPARSE2,0.18957423176601254
