,length,error
0,24.0,1.4782400131225586
1,24.0,2.6153149604797363
2,24.0,0.1400318145751953
3,24.0,7.765982151031494
4,24.0,1.7505321502685547
5,24.0,1.7198987007141113
6,24.0,0.44460058212280273
7,24.0,3.253023624420166
8,24.0,3.6540732383728027
9,24.0,2.6217403411865234
10,24.0,0.5399141311645508
11,24.0,4.439764499664307
12,24.0,0.2537527084350586
13,24.0,0.29023170471191406
14,24.0,4.379660129547119
15,24.0,0.5154895782470703
16,24.0,0.5231385231018066
17,24.0,8.929980278015137
18,24.0,0.33998966217041016
19,24.0,1.0235137939453125
20,24.0,0.05134248733520508
21,24.0,0.04702949523925781
22,24.0,1.334259033203125
23,24.0,0.1063985824584961
24,24.0,4.710777282714844
25,24.0,2.3433775901794434
26,24.0,0.3353004455566406
27,24.0,0.5195951461791992
28,24.0,4.615082740783691
29,24.0,1.9688811302185059
30,24.0,1.5151004791259766
31,24.0,3.966182231903076
32,24.0,1.8685994148254395
33,24.0,10.340230941772461
34,24.0,2.197690963745117
35,24.0,0.8251252174377441
36,24.0,0.473114013671875
37,24.0,5.172128677368164
38,24.0,5.079395771026611
39,24.0,3.3697986602783203
40,24.0,6.622005462646484
41,24.0,2.532383918762207
42,24.0,2.307471752166748
43,24.0,5.589767932891846
44,24.0,2.998424530029297
45,24.0,0.1813497543334961
46,24.0,0.18790626525878906
47,24.0,4.543073654174805
48,24.0,1.7769455909729004
49,24.0,1.0225377082824707
50,24.0,6.801355361938477
51,24.0,1.3603005409240723
52,24.0,6.223222255706787
53,24.0,7.632696151733398
54,24.0,4.106497287750244
55,24.0,3.8359060287475586
56,24.0,6.632249355316162
57,24.0,5.5985283851623535
58,24.0,1.4472789764404297
59,24.0,3.8844947814941406
60,24.0,0.39183855056762695
61,24.0,3.820188522338867
62,24.0,2.3274402618408203
63,24.0,1.868640422821045
64,24.0,0.7812943458557129
65,24.0,0.9458804130554199
66,24.0,0.8654494285583496
67,24.0,6.9936323165893555
68,24.0,1.44456148147583
69,24.0,9.4808931350708
70,24.0,0.4217071533203125
71,24.0,2.1729302406311035
72,24.0,2.816437244415283
73,24.0,4.064039707183838
74,24.0,2.3723630905151367
75,24.0,1.1207365989685059
76,24.0,2.825131893157959
77,24.0,0.8577780723571777
78,24.0,2.051832675933838
79,24.0,0.9310646057128906
80,24.0,2.214202404022217
81,24.0,2.6215147972106934
82,24.0,1.5916948318481445
83,24.0,4.696924686431885
84,24.0,3.9593148231506348
85,24.0,0.4924354553222656
86,24.0,0.7512383460998535
87,24.0,5.90516471862793
88,24.0,11.118274688720703
89,24.0,2.8567872047424316
90,24.0,1.5366311073303223
91,24.0,5.956443786621094
92,24.0,0.6338748931884766
93,24.0,1.545536994934082
94,24.0,5.040088653564453
95,24.0,1.2917022705078125
96,24.0,2.602250814437866
97,24.0,5.214004993438721
98,24.0,0.8148074150085449
99,24.0,4.848587512969971
100,24.0,3.4789113998413086
101,24.0,0.42821407318115234
102,24.0,2.031635284423828
103,24.0,2.973203659057617
104,24.0,2.066056728363037
105,24.0,1.2822990417480469
106,24.0,5.7985734939575195
107,24.0,1.3343958854675293
108,24.0,3.5672574043273926
109,24.0,2.023134231567383
110,24.0,2.5043559074401855
111,24.0,0.16578197479248047
112,24.0,0.6324620246887207
113,24.0,2.127166271209717
114,24.0,3.146819591522217
115,24.0,4.52408504486084
116,24.0,0.6974377632141113
117,24.0,3.3901076316833496
118,24.0,1.471738338470459
119,24.0,2.7171106338500977
120,24.0,1.159785270690918
121,24.0,6.840307235717773
122,24.0,3.7217841148376465
123,24.0,5.344142436981201
124,24.0,1.2580032348632812
125,24.0,3.553162097930908
126,24.0,4.249897480010986
127,24.0,5.722424030303955
128,24.0,3.229464530944824
129,24.0,4.64711332321167
130,24.0,2.7667770385742188
131,24.0,4.160092353820801
132,24.0,1.1048059463500977
133,24.0,3.874546527862549
134,24.0,5.426235675811768
135,24.0,1.1311535835266113
136,24.0,1.1835894584655762
137,24.0,1.982194423675537
138,24.0,4.62227725982666
139,24.0,1.3560771942138672
140,24.0,0.8785238265991211
141,24.0,0.33680105209350586
142,24.0,2.2339224815368652
143,24.0,2.8996400833129883
144,24.0,0.671654224395752
145,24.0,1.0827131271362305
146,24.0,0.859224796295166
147,24.0,3.3825364112854004
148,24.0,3.8289756774902344
149,24.0,0.0024323463439941406
150,24.0,2.6197690963745117
151,24.0,1.6065874099731445
152,24.0,0.7061977386474609
153,24.0,3.296051502227783
154,24.0,3.6701955795288086
155,24.0,2.4679465293884277
156,24.0,0.762087345123291
157,24.0,5.742291450500488
158,24.0,2.190734386444092
159,24.0,5.992393970489502
160,24.0,11.832051277160645
161,24.0,3.5969762802124023
162,24.0,1.7753076553344727
163,24.0,3.4791359901428223
164,24.0,3.0096893310546875
165,24.0,6.125442981719971
166,24.0,4.186089992523193
167,24.0,6.957683086395264
168,24.0,1.7948079109191895
169,24.0,0.9770221710205078
170,24.0,2.168795108795166
171,24.0,2.688854694366455
172,24.0,3.1453757286071777
173,24.0,3.584716796875
174,24.0,2.5200233459472656
175,24.0,4.553067207336426
176,24.0,0.21502971649169922
177,24.0,0.6071896553039551
178,24.0,4.533106327056885
179,24.0,0.4358706474304199
180,24.0,1.8984990119934082
181,24.0,1.9573960304260254
182,24.0,0.35989904403686523
183,24.0,1.491842269897461
184,24.0,5.685678005218506
185,24.0,10.340232849121094
186,24.0,2.472893714904785
187,24.0,2.739229679107666
188,24.0,1.3580245971679688
189,24.0,2.700533390045166
190,24.0,0.8649449348449707
191,24.0,1.465944766998291
192,24.0,2.0363969802856445
193,24.0,7.639541149139404
194,24.0,2.6838178634643555
195,24.0,3.935793876647949
196,24.0,8.594552993774414
197,24.0,2.5802536010742188
198,24.0,3.146048069000244
199,24.0,1.298666000366211
200,24.0,7.495532035827637
201,24.0,3.0714058876037598
202,24.0,4.840603828430176
203,24.0,3.030320644378662
204,24.0,0.047399044036865234
205,24.0,0.9247732162475586
206,24.0,3.219987392425537
207,24.0,2.7729721069335938
208,24.0,4.195852756500244
209,24.0,0.1972806453704834
210,24.0,6.38409423828125
211,24.0,3.8548731803894043
212,24.0,3.0871386528015137
213,24.0,4.80868673324585
214,24.0,0.9898238182067871
215,24.0,0.9301471710205078
216,24.0,2.022071361541748
217,24.0,2.5204248428344727
218,24.0,0.028789997100830078
219,24.0,0.21735620498657227
220,24.0,3.5795645713806152
221,24.0,0.9651350975036621
222,24.0,4.0850934982299805
223,24.0,4.555046558380127
224,24.0,1.4436402320861816
225,24.0,5.56720495223999
226,24.0,1.8620429039001465
227,24.0,1.5642943382263184
228,24.0,2.4611058235168457
229,24.0,1.2212705612182617
230,24.0,1.2002625465393066
231,24.0,3.539248466491699
232,24.0,2.036344051361084
233,24.0,2.104806900024414
234,24.0,4.543237686157227
235,24.0,1.409097671508789
236,24.0,4.16353178024292
237,24.0,1.409843921661377
238,24.0,0.9239802360534668
239,24.0,0.0442662239074707
240,24.0,1.557544231414795
241,24.0,3.5221939086914062
242,24.0,0.9829010963439941
243,24.0,0.8934197425842285
244,24.0,2.744412899017334
245,24.0,2.1917977333068848
246,24.0,5.200377941131592
247,24.0,3.3773465156555176
248,24.0,0.6805329322814941
249,24.0,2.7775039672851562
250,24.0,2.282304286956787
251,24.0,0.27822065353393555
252,24.0,1.9421448707580566
253,24.0,3.317141532897949
254,24.0,2.6463866233825684
255,24.0,2.7309646606445312
256,24.0,1.6533880233764648
257,24.0,2.458310604095459
258,24.0,0.7630419731140137
259,24.0,0.7587332725524902
260,24.0,1.7170376777648926
261,24.0,1.800438404083252
262,24.0,3.4228854179382324
263,24.0,1.7694573402404785
264,24.0,4.424277305603027
265,24.0,1.5139093399047852
266,24.0,2.3011155128479004
267,24.0,3.1804518699645996
268,24.0,7.124993324279785
269,24.0,3.584989070892334
270,24.0,1.9214463233947754
271,24.0,1.567183494567871
272,24.0,2.5891385078430176
273,24.0,1.2492694854736328
274,24.0,1.5330629348754883
275,24.0,1.6830501556396484
276,24.0,6.068148612976074
277,24.0,1.7355170249938965
278,24.0,1.5900840759277344
279,24.0,2.0999646186828613
280,24.0,1.731539249420166
281,24.0,5.19601583480835
282,24.0,3.8041462898254395
283,24.0,2.565157890319824
284,24.0,2.5725388526916504
285,24.0,0.47615480422973633
286,24.0,5.575906276702881
287,24.0,1.295290470123291
288,24.0,2.2973880767822266
289,24.0,2.0909423828125
290,24.0,1.8434433937072754
291,24.0,1.135746955871582
292,24.0,0.4433474540710449
293,24.0,3.4972782135009766
294,24.0,3.5925893783569336
295,24.0,2.406741142272949
296,24.0,6.549612045288086
297,24.0,0.7711105346679688
298,24.0,0.5118379592895508
299,24.0,2.8798842430114746
300,24.0,1.6433401107788086
301,24.0,0.5032758712768555
302,24.0,3.0170183181762695
303,24.0,0.7708187103271484
304,24.0,1.9228649139404297
305,24.0,5.272651672363281
306,24.0,1.2738714218139648
307,24.0,5.157801628112793
308,24.0,8.215312957763672
309,24.0,1.952031135559082
310,24.0,4.937464237213135
311,24.0,0.8229942321777344
312,24.0,1.2750859260559082
313,24.0,0.9748773574829102
314,24.0,5.122188091278076
315,24.0,3.179165840148926
316,24.0,2.778221607208252
317,24.0,0.20915746688842773
318,24.0,0.07989788055419922
319,24.0,1.6948695182800293
320,24.0,5.666302680969238
321,24.0,4.089785099029541
322,24.0,2.2348251342773438
323,24.0,3.8640308380126953
324,24.0,3.8794007301330566
325,24.0,1.5411486625671387
326,24.0,0.45134687423706055
327,24.0,1.2260775566101074
328,24.0,1.2141833305358887
329,24.0,3.6671485900878906
330,24.0,4.679139614105225
331,24.0,1.1538562774658203
332,24.0,2.7782793045043945
333,24.0,3.430368423461914
334,24.0,2.3590664863586426
335,24.0,2.784456253051758
336,24.0,1.0448031425476074
337,24.0,1.3107032775878906
338,24.0,1.049710750579834
339,24.0,3.7554497718811035
340,24.0,1.6988158226013184
341,24.0,2.844801902770996
342,24.0,6.4674859046936035
343,24.0,4.460473537445068
344,24.0,0.2268061637878418
345,24.0,4.317605972290039
346,24.0,2.757615566253662
347,24.0,1.9281959533691406
348,24.0,2.3338680267333984
349,24.0,1.1814703941345215
350,24.0,1.8044958114624023
351,24.0,3.3022637367248535
352,24.0,2.1934404373168945
353,24.0,2.0374865531921387
354,24.0,1.7958736419677734
355,24.0,6.464057445526123
356,24.0,4.523756980895996
357,24.0,1.803907871246338
358,24.0,2.102311134338379
359,24.0,2.432661533355713
360,24.0,1.7203192710876465
361,24.0,0.7300643920898438
362,24.0,5.3099799156188965
363,24.0,1.8858933448791504
364,24.0,8.34798526763916
365,24.0,2.7121846675872803
366,24.0,3.709892749786377
367,24.0,6.419893741607666
368,24.0,1.145071029663086
369,24.0,0.8939766883850098
370,24.0,5.440030574798584
371,24.0,6.604281902313232
372,24.0,2.9895591735839844
373,24.0,2.8674607276916504
374,24.0,4.300549030303955
375,24.0,0.8664143085479736
376,24.0,4.935433864593506
377,24.0,0.09775352478027344
378,24.0,3.23610258102417
379,24.0,4.039578914642334
380,24.0,5.283146381378174
381,24.0,2.0338830947875977
382,24.0,3.529907703399658
383,24.0,0.43697309494018555
384,24.0,4.565425395965576
385,24.0,3.3739070892333984
386,24.0,7.634169101715088
387,24.0,2.27885103225708
388,24.0,3.5085010528564453
389,24.0,1.9585981369018555
390,24.0,0.9376950263977051
391,24.0,3.7631611824035645
392,24.0,2.001026153564453
393,24.0,1.3357295989990234
394,24.0,2.218390464782715
395,24.0,2.546896457672119
396,24.0,1.353053092956543
397,24.0,2.2474207878112793
398,24.0,0.7528166770935059
399,24.0,2.3494486808776855
400,24.0,0.8026332855224609
401,24.0,2.2801122665405273
402,24.0,3.564405918121338
403,24.0,0.17765235900878906
404,24.0,1.3796272277832031
405,24.0,1.2712655067443848
406,24.0,4.57036018371582
407,24.0,2.9950599670410156
408,24.0,0.5536975860595703
409,24.0,2.751925468444824
410,24.0,2.393399238586426
411,24.0,2.154719352722168
412,24.0,3.002556800842285
413,24.0,2.056089401245117
414,24.0,3.4140477180480957
415,24.0,1.5248908996582031
416,24.0,2.8129706382751465
417,24.0,3.0821661949157715
418,24.0,2.2316150665283203
419,24.0,4.888846397399902
420,24.0,1.4475665092468262
421,24.0,0.37928199768066406
422,24.0,5.660857677459717
423,24.0,1.4596977233886719
424,24.0,1.170942783355713
425,24.0,4.549820423126221
426,24.0,4.543551445007324
427,24.0,2.8943581581115723
428,24.0,2.200626850128174
429,24.0,1.9424939155578613
430,24.0,5.041592121124268
431,24.0,2.2678885459899902
432,24.0,2.2313380241394043
433,24.0,4.457514762878418
434,24.0,2.666469097137451
435,24.0,2.03548526763916
436,24.0,10.157472610473633
437,24.0,1.5649900436401367
438,24.0,2.3511204719543457
439,24.0,2.297182083129883
440,24.0,3.1122560501098633
441,24.0,1.397658348083496
442,24.0,3.3793540000915527
443,24.0,0.3437380790710449
444,24.0,4.38322114944458
445,24.0,2.974762439727783
446,24.0,1.576798915863037
447,24.0,3.7185592651367188
448,24.0,6.133884429931641
449,24.0,2.876410484313965
450,24.0,3.6834540367126465
451,24.0,1.5424180030822754
452,24.0,3.0213370323181152
453,24.0,4.0255303382873535
454,24.0,1.4499897956848145
455,24.0,0.31417083740234375
456,24.0,2.5772743225097656
457,24.0,2.469635486602783
458,24.0,2.044095993041992
459,24.0,1.4231057167053223
460,24.0,3.4631686210632324
461,24.0,2.6866660118103027
462,24.0,0.7124052047729492
463,24.0,1.6302313804626465
464,24.0,2.920727252960205
465,24.0,0.41701841354370117
466,24.0,2.76564359664917
467,24.0,2.066061496734619
468,24.0,0.20273065567016602
469,24.0,1.3466591835021973
470,24.0,4.9156341552734375
471,24.0,0.9447603225708008
472,24.0,3.900519847869873
473,24.0,4.347005367279053
474,24.0,1.6689143180847168
475,24.0,0.4971890449523926
476,24.0,4.455724239349365
477,24.0,1.2816286087036133
478,24.0,0.4698662757873535
479,24.0,3.1602602005004883
480,24.0,3.0986905097961426
481,24.0,5.0028533935546875
482,24.0,2.596803665161133
483,24.0,1.6863107681274414
484,24.0,0.6934499740600586
485,24.0,0.5627589225769043
486,24.0,0.031531333923339844
487,24.0,1.7253503799438477
488,24.0,3.5190682411193848
489,24.0,4.8682050704956055
490,24.0,2.801161289215088
491,24.0,3.983942985534668
492,24.0,3.0259437561035156
493,24.0,0.1737065315246582
494,24.0,0.501121997833252
495,24.0,1.545311450958252
496,24.0,5.018315315246582
497,24.0,2.2071919441223145
498,24.0,5.450743675231934
499,24.0,2.23592472076416
500,24.0,1.9680461883544922
501,24.0,1.5579094886779785
502,24.0,1.2452263832092285
503,24.0,1.2998437881469727
504,24.0,1.3433589935302734
505,24.0,1.1562256813049316
506,24.0,1.1885952949523926
507,24.0,2.836559772491455
508,24.0,3.364368438720703
509,24.0,3.1595606803894043
510,24.0,0.17530107498168945
511,24.0,3.609920024871826
512,24.0,0.5646347999572754
513,24.0,2.3211936950683594
514,24.0,4.0550360679626465
515,24.0,0.40038537979125977
516,24.0,3.0415186882019043
517,24.0,1.380706787109375
518,24.0,2.320378303527832
519,24.0,3.0908989906311035
520,24.0,3.7234320640563965
521,24.0,2.2222070693969727
522,24.0,1.8303961753845215
523,24.0,2.9659066200256348
524,24.0,1.0114197731018066
525,24.0,1.2382326126098633
526,24.0,0.6788663864135742
527,24.0,3.8790926933288574
528,24.0,1.848419189453125
529,24.0,2.845508098602295
530,24.0,2.4009594917297363
531,24.0,1.3898043632507324
532,24.0,2.232866048812866
533,24.0,0.0626678466796875
534,24.0,0.2689952850341797
535,24.0,0.46666717529296875
536,24.0,2.6607298851013184
537,24.0,0.18735170364379883
538,24.0,5.0067925453186035
539,24.0,2.1786136627197266
540,24.0,6.019294738769531
541,24.0,0.8342504501342773
542,24.0,4.142609596252441
543,24.0,3.5482616424560547
544,24.0,1.2455058097839355
545,24.0,2.2953615188598633
546,24.0,3.002887725830078
547,24.0,2.7337608337402344
548,24.0,2.4075045585632324
549,24.0,3.5281119346618652
550,24.0,4.607017993927002
551,24.0,4.611434459686279
552,24.0,2.2080554962158203
553,24.0,1.7340679168701172
554,24.0,2.8142948150634766
555,24.0,2.987416982650757
556,24.0,0.8386402130126953
557,24.0,2.8436059951782227
558,24.0,3.503592014312744
559,24.0,2.354228973388672
560,24.0,1.7977099418640137
561,24.0,1.394261360168457
562,24.0,1.4356355667114258
563,24.0,2.765646457672119
564,24.0,3.2135519981384277
565,24.0,4.6891069412231445
566,24.0,4.450311660766602
567,24.0,2.8594861030578613
568,24.0,1.4183592796325684
