MAE,MSE,MEDIAN,PZ,best_model_path,model_name,spearman_correlation
9.65070114687679,135.76877315687275,9.048081159591675,GLOBAL,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,0.025532176448118424
22.721551725497612,540.7158070109562,21.87801444530487,7,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,0.5287287629130026
20.371889531612396,435.1677435526528,21.60756027698517,22,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,-0.30225563909774433
11.775664212656956,169.91969242368526,12.693127632141113,35,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,0.4741176470588235
11.853515590136906,179.91549307687154,10.691842675209045,32,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,0.17214902889387107
12.472279534620398,175.27398449509516,12.034108757972717,37,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,0.4086183310533516
3.9883762915083705,27.679615817394456,2.9882539510726938,25,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,0.6474329324699354
12.134334933373236,185.45201672960943,12.004908978939056,18,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,0.259751706076402
10.254474784646716,116.79333962764457,10.094482660293579,8,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,0.4322988412608379
7.488791269414565,70.9574818249731,7.55124443769455,9,/home/adamczykb/rnaquanet/checkpoints/RNAQuANet-lociparse_less_features_dataset__all/739153647288432442/1665108efcc743738f2939ddf6e2ac0e/checkpoints/epoch=76-step=23639.ckpt,RNAQuANet,-0.03621084797555385
